index,CustomerID,Recency,Frequency,Monetary,Cluster
877,13549,25,7,918.2,2
878,13551,318,1,91.80000000000001,3
879,13552,65,12,3740.07,6
880,13555,73,4,4098.88,6
881,13557,27,2,584.0600000000001,2
882,13558,5,4,594.52,2
883,13560,6,1,171.42000000000002,2
884,13561,215,1,141.85999999999999,5
885,13562,81,3,1799.3300000000002,6
886,13563,83,2,777.53,6
887,13564,143,1,550.64,1
888,13565,18,2,240.22,2
889,13566,40,2,856.84,6
890,13568,172,1,187.05,5
891,13569,16,1,228.8,2
892,13570,242,1,239.49,5
893,13571,12,12,2088.94,2
894,13572,205,1,1384.25,5
895,13573,49,2,290.25,6
896,13575,22,5,732.07,2
897,13576,9,17,6368.1900000000005,2
898,13577,24,4,1687.6000000000001,2
899,13579,14,1,302.34000000000003,2
900,13581,308,1,118.0,3
901,13583,155,1,781.03,1
902,13584,306,1,142.4,3
903,13587,63,1,712.4,6
904,13588,15,9,2478.95,2
905,13589,14,2,379.65,2
906,13590,10,6,1981.92,2
907,13591,64,3,1117.13,6
908,13592,35,4,247.95999999999998,2
909,13593,107,5,2011.88,1
910,13594,52,1,396.97,6
911,13596,5,2,664.11,2
912,13598,46,1,160.04,6
913,13599,0,19,4797.08,2
914,13600,311,1,219.52,3
915,13601,44,2,693.32,6
916,13602,64,1,428.89,6
917,13603,25,1,164.34,2
918,13606,28,3,276.75,2
919,13607,39,1,675.51,2
920,13610,11,7,1082.33,2
921,13611,88,2,851.25,6
922,13614,23,4,1585.46,2
923,13615,318,1,417.69,3
924,13617,39,3,544.18,2
925,13618,173,1,177.34,5
926,13621,116,1,213.85,1
927,13623,30,5,727.74,2
928,13626,252,1,257.23,3
929,13627,58,4,1327.28,6
930,13629,22,11,7792.36,2
931,13630,4,7,2031.78,2
932,13631,99,11,3070.42,1
933,13632,24,5,2118.93,2
934,13634,32,5,1547.3600000000001,2
935,13635,67,1,1071.03,6
936,13636,36,5,949.12,2
937,13637,51,3,804.3,6
938,13638,15,1,122.64,2
939,13639,73,1,1033.34,6
940,13642,215,1,312.28,5
941,13643,30,3,519.44,2
942,13644,15,4,2624.26,2
943,13645,119,1,252.1,1
944,13647,9,4,1648.1200000000001,2
945,13649,256,1,148.8,3
946,13650,16,6,1836.3400000000001,2
947,13651,34,2,94.2,2
948,13652,45,2,786.28,6
949,13654,42,6,2707.33,6
950,13655,113,2,932.97,1
951,13656,164,2,379.65,1
952,13657,10,2,382.14,2
953,13658,9,5,2639.17,2
954,13659,205,2,1563.0,5
955,13662,85,3,881.26,6
956,13663,178,1,189.47,5
957,13666,59,3,84.65,6
958,13667,148,1,299.05,1
959,13668,2,20,6122.17,2
960,13669,50,2,218.55,6
961,13670,74,1,349.7,6
962,13672,300,2,186.39000000000001,3
963,13673,18,2,387.44,2
964,13675,150,2,486.82000000000005,1
965,13678,151,1,232.6,1
966,13680,0,4,3719.12,2
967,13681,17,4,827.83,2
968,13682,186,1,59.5,5
969,13684,285,1,65.13,3
970,13685,2,7,3119.44,2
971,13686,182,1,72.0,5
972,13689,62,1,910.0,6
973,13690,58,1,172.25,6
974,13692,24,3,1488.32,2
975,13694,3,48,62142.58,4
976,13695,30,15,2504.13,2
977,13697,38,1,151.3,2
978,13699,154,1,308.58000000000004,1
979,13700,25,10,2248.63,2
980,13703,317,1,99.5,3
981,13704,4,9,2308.06,2
982,13705,7,2,393.72,2
983,13706,302,1,330.79,3
984,13707,266,2,806.41,3
985,13708,270,1,285.33,3
986,13709,3,13,6307.650000000001,2
987,13710,31,1,180.48,2
988,13711,218,2,252.06,5
989,13712,246,1,228.84,5
990,13715,280,2,582.71,3
991,13716,268,1,138.28,3
992,13717,31,6,1445.01,2
993,13718,245,2,306.55,5
994,13719,14,5,1041.68,2
995,13720,116,4,799.9,1
996,13721,35,1,524.14,2
997,13722,131,3,2375.41,1
998,13723,216,1,199.85000000000002,5
999,13725,49,8,1980.56,6
1000,13726,38,2,1079.66,2
1001,13727,28,2,333.48,2
1002,13728,36,6,1016.14,2
1003,13730,135,2,752.6,1
1004,13731,218,2,610.59,5
1005,13732,27,1,491.86,2
1006,13735,24,4,2883.54,2
1007,13736,4,2,729.8,2
1008,13737,199,1,339.6,5
1009,13739,17,1,216.9,2
1010,13740,240,1,350.75,5
1011,13741,71,3,668.4300000000001,6
1012,13742,16,12,3107.87,2
1013,13743,2,7,1341.6,2
1014,13744,94,2,1080.52,6
1015,13745,161,1,300.04,1
1016,13748,95,4,744.25,6
1017,13750,53,5,1647.26,6
1018,13751,287,1,296.25,3
1019,13752,123,6,1175.38,1
1020,13753,287,1,741.26,3
1021,13754,151,2,282.6,1
1022,13755,3,9,2106.81,2
1023,13756,1,11,4185.12,2
1024,13758,11,5,2471.7,2
1025,13759,32,2,659.4100000000001,2
1026,13760,53,2,286.79,6
1027,13761,49,2,1070.65,6
1028,13762,218,1,306.72,5
1029,13763,62,1,1714.96,6
1030,13764,70,3,1519.42,6
1031,13767,1,31,14781.0,2
1032,13769,1,9,2474.21,2
1033,13771,63,4,2634.45,6
1034,13772,33,3,1122.63,2
1035,13774,81,1,345.0,6
1036,13777,0,23,19015.38,2
1037,13778,102,1,178.7,1
1038,13780,6,2,360.01,2
1039,13781,250,1,127.84,3
1040,13782,12,6,908.86,2
1041,13784,9,11,2462.79,2
1042,13787,75,1,202.64,6
1043,13790,3,1,348.79999999999995,2
1044,13791,127,2,1516.0,1
1045,13792,65,2,195.55,6
1046,13798,0,55,32983.19,4
1047,13799,116,2,688.86,1
1048,13800,309,1,558.32,3
1049,13801,66,1,324.8,6
1050,13802,138,3,4599.42,1
1051,13803,254,1,277.07,3
1052,13804,30,7,2588.39,2
1053,13805,51,2,924.5999999999999,6
1054,13806,63,1,256.38,6
1055,13808,5,5,1747.66,2
1056,13809,304,1,155.05,3
1057,13810,28,3,1499.01,2
1058,13811,183,3,814.5,5
1059,13812,41,3,539.0,6
1060,13813,39,4,1366.8600000000001,2
1061,13814,91,2,1579.12,6
1062,13815,21,4,4027.36,2
1063,13816,23,2,571.6700000000001,2
1064,13817,28,1,254.28,2
1065,13819,301,3,1140.35,3
1066,13821,144,2,385.64,1
1067,13822,5,2,632.0,2
1068,13823,18,2,957.66,2
1069,13824,32,5,1698.94,2
1070,13826,175,1,189.5,5
1071,13827,57,3,409.8,6
1072,13828,21,1,209.49,2
1073,13831,15,5,1790.4499999999998,2
1074,13832,18,1,52.2,2
1075,13833,158,1,383.85,1
1076,13835,24,4,834.57,2
1077,13837,211,2,266.59000000000003,5
1078,13838,5,3,444.16,2
1079,13841,252,1,85.0,3
1080,13842,58,8,3075.05,6
1081,13844,10,1,361.62,2
1082,13845,64,1,312.98,6
1083,13846,24,2,453.66,2
1084,13848,91,2,935.0,6
1085,13849,51,2,1537.95,6
1086,13850,128,1,1595.48,1
1087,13851,95,3,2651.46,6
1088,13853,56,1,1090.1399999999999,6
1089,13854,8,23,7500.08,2
1090,13856,168,3,388.5,5
1091,13858,56,1,216.17000000000002,6
1092,13859,325,1,201.16,3
1093,13860,0,5,1245.9,2
1094,13862,17,8,2209.36,2
1095,13863,247,1,305.78,5
1096,13865,57,4,501.56,6
1097,13866,73,1,145.67,6
1098,13867,30,3,1005.09,2
1099,13868,6,2,3192.54,2
1100,13869,122,3,2760.03,1
1101,13870,1,8,2770.94,2
1102,13871,22,13,6403.25,2
1103,13873,119,3,389.6,1
1104,13875,53,5,1786.79,6
1105,13876,63,1,122.7,6
1106,13877,85,1,117.24,6
1107,13878,54,1,1271.57,6
1108,13880,20,12,3121.97,2
1109,13881,3,20,17159.52,2
1110,13882,2,5,1191.13,2
1111,13883,10,5,2674.48,2
1112,13884,6,5,787.6,2
1113,13885,188,2,506.8,5
1114,13886,70,1,243.56,6
1115,13887,203,1,349.55,5
1116,13888,119,2,595.67,1
1117,13889,92,1,416.90000000000003,6
1118,13890,0,9,1693.46,2
1119,13892,26,4,632.97,2
1120,13893,297,1,821.1,3
1121,13894,23,3,564.62,2
1122,13895,27,4,2593.07,2
1123,13897,49,1,311.16,6
1124,13898,325,1,155.93,3
1125,13899,15,2,388.52,2
1126,13900,182,3,740.95,5
1127,13901,71,5,2867.2000000000003,6
1128,13904,36,2,332.64,2
1129,13908,79,4,2369.55,6
1130,13911,56,9,2580.91,6
1131,13914,11,2,626.45,2
1132,13917,49,2,272.04,6
1133,13918,49,2,1212.8400000000001,6
1134,13919,58,2,384.81,6
1135,13923,53,1,351.13,6
1136,13924,1,6,1838.8500000000001,2
1137,13925,92,4,678.25,6
1138,13926,22,1,223.85000000000002,2
1139,13927,74,1,348.99,6
1140,13928,10,4,464.57,2
1141,13929,168,2,842.65,5
1142,13930,57,2,337.34,6
1143,13931,95,2,1237.53,6
1144,13932,294,1,307.4,3
1145,13933,108,2,608.79,1
1146,13934,263,1,922.1,3
1147,13936,179,1,376.58,5
1148,13937,168,1,158.85,5
1149,13938,34,1,71.66,2
1150,13939,22,3,568.55,2
1151,13940,16,4,839.14,2
1152,13941,21,4,4017.84,2
1153,13946,78,3,561.57,6
1154,13947,64,1,90.60000000000001,6
1155,13949,2,6,2427.32,2
1156,13950,10,4,745.0600000000001,2
1157,13951,175,3,674.45,5
1158,13952,217,2,3251.071,5
1159,13953,6,6,3015.68,2
1160,13954,1,2,439.92,2
1161,13955,153,2,322.96,1
1162,13956,4,5,1019.27,2
1163,13959,78,2,379.3,6
1164,13960,20,2,230.22,2
1165,13962,21,2,169.54999999999998,2
1166,13963,307,3,513.24,3
1167,13967,145,1,80.7,1
1168,13969,6,17,8706.58,2
1169,13971,18,8,2758.26,2
1170,13972,70,2,190.25,6
1171,13973,286,1,264.7,3
1172,13974,48,1,413.59000000000003,6
1173,13975,30,6,2461.2400000000002,2
1174,13976,206,1,357.98,5
1175,13978,14,2,196.79,2
1176,13979,72,1,869.87,6
1177,13980,59,1,200.14,6
1178,13982,38,3,1443.21,2
1179,13983,29,11,2274.07,2
1180,13984,26,4,765.71,2
1181,13985,3,15,7060.13,2
1182,13986,16,1,320.46,2
1183,13988,19,6,4147.96,2
1184,13989,65,2,1266.08,6
1185,13990,212,1,311.3,5
1186,13991,11,6,852.88,2
1187,13992,29,1,76.8,2
1188,13993,42,9,3466.36,6
1189,13994,3,6,2274.14,2
1190,13995,14,5,1393.69,2
1191,13999,9,11,3599.71,2
1192,14000,210,1,635.66,5
1193,14001,45,2,1741.8400000000001,6
1194,14002,133,2,529.73,1
1195,14004,42,7,4582.64,6
1196,14005,9,5,2874.72,2
1197,14006,115,3,962.19,1
1198,14009,197,2,695.61,5
1199,14012,277,1,328.8,3
1200,14013,109,3,473.02,1
1201,14014,76,1,505.18,6
1202,14015,52,1,917.34,6
1203,14016,161,3,3587.47,1
1204,14019,46,3,1421.6100000000001,6
1205,14020,16,2,642.8,2
1206,14021,154,3,631.9,1
1207,14022,224,1,440.0,5
1208,14023,6,2,584.07,2
1209,14024,121,2,327.7,1
1210,14027,60,1,104.82,6
1211,14029,62,2,467.66,6
1212,14030,17,6,1682.34,2
1213,14031,6,16,14717.91,2
1214,14032,1,9,2356.17,2
1215,14034,21,3,648.89,2
1216,14035,28,5,1428.02,2
1217,14036,284,1,626.65,3
1218,14037,175,1,35.400000000000006,5
1219,14038,77,3,1560.38,6
1220,14039,32,1,152.2,2
1221,14040,40,12,3560.32,2
1222,14041,265,1,141.41,3
1223,14044,26,4,646.42,2
1224,14045,108,3,1333.35,1
1225,14046,283,1,154.99,3
1226,14047,8,4,1021.69,2
1227,14048,304,1,409.93,3
1228,14049,16,4,5578.72,2
1229,14050,31,2,746.36,2
1230,14051,0,20,13782.23,2
1231,14052,19,1,225.35999999999999,2
1232,14053,123,2,260.25,1
1233,14054,64,1,92.46000000000001,6
1234,14055,105,1,725.6400000000001,1
1235,14056,0,23,8152.71,2
1236,14057,23,15,5285.74,2
1237,14059,266,1,183.6,3
1238,14060,4,16,5266.38,2
1239,14062,9,9,9020.73,2
1240,14064,28,5,1334.34,2
1241,14066,266,1,152.55,3
1242,14067,63,2,374.7,6
1243,14068,319,1,265.85,3
1244,14071,3,8,1437.57,2
1245,14073,31,1,151.04,2
1246,14075,4,3,942.26,2
1247,14076,128,1,118.67,1
1248,14077,40,5,499.42,2
1249,14078,101,5,913.1299999999999,1
1250,14079,124,1,375.1,1
1251,14080,32,1,45.599999999999994,2
1252,14081,301,1,498.1,3
1253,14083,3,6,558.54,2
1254,14085,1,15,3255.8,2
1255,14087,2,1,191.47,2
1256,14088,9,13,50491.81,2
1257,14089,56,1,158.75,6
1258,14090,324,1,76.32000000000001,3
1259,14092,7,12,3475.1800000000003,2
1260,14093,11,1,433.86,2
1261,14096,3,17,65164.79,2
1262,14098,36,1,147.35,2
1263,14099,15,10,2720.65,2
1264,14100,137,1,191.95,1
1265,14101,73,6,5976.79,6
1266,14102,4,5,1105.8799999999999,2
1267,14104,154,2,216.21,1
1268,14105,238,1,1266.23,5
1269,14107,51,6,2339.9900000000002,6
1270,14108,30,2,597.91,2
1271,14109,72,1,144.2,6
1272,14110,3,12,5683.15,2
1273,14111,13,4,692.85,2
1274,14112,22,7,2915.15,2
1275,14113,3,3,1406.92,2
1276,14114,273,2,386.53,3
1277,14116,19,5,1382.74,2
1278,14117,143,1,90.0,1
1279,14121,3,4,2780.15,2
1280,14124,83,1,419.58,6
1281,14125,10,3,2720.63,2
1282,14126,7,3,706.1300000000001,2
1283,14127,122,3,709.71,1
1284,14128,60,2,637.5,6
1285,14129,1,5,1123.8600000000001,2
1286,14130,318,1,480.91,3
1287,14132,1,11,3586.03,2
1288,14133,129,3,605.64,1
1289,14135,1,11,3743.26,2
1290,14138,1,2,965.88,2
1291,14139,45,1,415.82,6
1292,14140,3,2,935.05,2
1293,14141,2,4,915.13,2
1294,14143,133,1,115.8,1
1295,14145,46,4,3742.2,6
1296,14146,8,4,2949.57,2
1297,14147,77,2,483.4,6
1298,14148,233,1,157.2,5
1299,14149,220,1,446.62,5
1300,14150,35,1,352.46,2
1301,14152,74,2,621.29,6
1302,14154,238,2,1345.62,5
1303,14155,265,1,118.75,3
1304,14156,9,54,116887.88,4
1305,14157,19,2,424.89000000000004,2
1306,14158,39,1,507.65999999999997,2
1307,14159,19,10,4440.43,2
1308,14161,215,2,814.47,5
1309,14162,173,2,289.36,5
1310,14163,86,4,2445.91,6
1311,14164,70,2,1631.77,6
1312,14165,275,1,120.44,3
1313,14167,38,4,562.59,2
1314,14171,97,1,363.79,6
1315,14173,10,4,450.84,2
1316,14174,32,1,134.46,2
1317,14175,59,3,3222.3,6
1318,14176,296,3,417.35,3
1319,14177,85,4,549.46,6
1320,14178,8,7,1600.26,2
1321,14179,40,2,701.57,6
1322,14180,10,21,3852.27,2
1323,14184,66,1,452.89,6
1324,14185,330,1,197.65,3
1325,14188,30,6,2054.36,2
1326,14189,1,14,4342.84,2
1327,14191,1,13,4684.76,2
1328,14193,67,2,853.39,6
1329,14194,4,21,11349.52,2
1330,14195,201,2,1012.0,5
1331,14196,106,1,335.52,1
1332,14198,17,4,701.4,2
1333,14199,217,1,185.39999999999998,5
1334,14201,59,6,680.2,6
1335,14204,1,1,150.61,2
1336,14205,16,2,466.7,2
1337,14206,238,1,328.15999999999997,5
1338,14208,94,1,151.74,6
1339,14209,10,6,2073.43,2
1340,14210,105,5,1592.49,1
1341,14211,52,9,2241.1,6
1342,14212,89,1,1070.48,6
1343,14214,30,5,1004.38,2
1344,14215,11,5,1623.72,2
1345,14216,2,4,1839.3,2
1346,14217,1,16,1886.68,2
1347,14218,42,1,169.48000000000002,6
1348,14219,3,1,89.94,2
1349,14220,246,1,319.42,5
1350,14221,41,9,3432.8,2
1351,14222,176,1,683.17,5
1352,14223,91,3,991.13,6
1353,14224,109,4,1009.73,1
1354,14226,28,5,2214.79,2
1355,14227,25,10,3350.96,2
1356,14229,51,3,1547.2,6
1357,14231,183,3,925.71,5
1358,14232,42,5,2048.07,6
1359,14233,48,4,1462.72,6
1360,14234,21,4,754.12,2
1361,14235,74,5,3144.86,6
1362,14236,80,1,301.56,6
1363,14238,325,1,146.85,3
1364,14239,42,11,2380.85,6
1365,14240,29,2,890.34,2
1366,14241,183,1,213.70000000000002,5
1367,14242,234,2,280.55,5
1368,14243,8,8,2116.77,2
1369,14245,219,2,1693.45,5
1370,14246,110,3,1474.06,1
1371,14247,277,1,136.77,3
1372,14248,317,1,302.58,3
1373,14250,6,3,1904.05,2
1374,14251,1,5,2879.7000000000003,2
1375,14256,259,1,445.20000000000005,3
1376,14257,63,5,3099.7200000000003,6
1377,14258,8,9,12669.98,2
1378,14259,141,1,120.0,1
1379,14261,50,2,1163.45,6
1380,14262,7,8,2618.23,2
1381,14264,154,2,333.97,1
1382,14265,108,2,530.18,1
1383,14267,162,3,1516.24,1
1384,14270,331,1,492.65000000000003,3
1385,14271,225,1,112.32000000000001,5
1386,14272,73,2,437.96,6
1387,14273,50,4,559.97,6
1388,14276,98,3,1119.74,1
1389,14277,14,3,4188.0,2
1390,14280,196,1,134.04,5
1391,14282,2,14,3130.44,2
1392,14284,30,2,595.25,2
1393,14285,20,4,1910.01,2
1394,14286,23,3,4628.75,2
1395,14287,7,3,176.63,2
1396,14288,212,1,426.6,5
1397,14289,8,6,911.26,2
1398,14290,10,4,1537.09,2
1399,14291,1,11,3883.25,2
1400,14292,7,9,4871.93,2
1401,14293,2,3,681.64,2
1402,14295,39,1,166.20000000000002,2
1403,14297,17,4,1305.33,2
1404,14298,7,39,46821.04,4
1405,14299,7,8,3536.38,2
1406,14300,18,1,43.2,2
1407,14301,116,1,640.14,1
1408,14304,222,1,383.45,5
1409,14305,70,3,1858.96,6
1410,14306,50,2,2093.32,6
1411,14307,88,5,2212.61,6
1412,14309,7,8,2204.78,2
1413,14311,242,1,310.26,5
1414,14312,46,6,1611.5900000000001,6
1415,14314,106,1,120.0,1
1416,14315,44,6,2481.13,6
1417,14317,64,1,508.58,6
1418,14320,206,2,477.79,5
1419,14321,10,5,1530.75,2
1420,14323,114,2,605.0600000000001,1
1421,14326,241,1,183.85,5
1422,14327,162,1,311.65000000000003,1
1423,14329,16,7,4975.24,2
1424,14331,123,2,462.66,1
1425,14332,22,3,840.21,2
1426,14333,67,1,415.2,6
1427,14334,16,7,2232.06,2
1428,14335,15,2,454.86,2
1429,14336,16,4,1614.91,2
1430,14338,160,2,588.22,1
1431,14339,242,1,309.52000000000004,5
1432,14340,218,1,134.7,5
1433,14341,44,8,2166.98,6
1434,14342,20,4,668.5600000000001,2
1435,14344,126,5,534.28,1
1436,14345,38,1,108.98,2
1437,14346,120,2,1021.58,1
1438,14348,259,1,409.57,3
1439,14349,9,1,133.5,2
1440,14350,273,1,282.93,3
1441,14351,164,1,51.0,1
1442,14352,156,4,1078.96,1
1443,14353,214,1,90.6,5
1444,14354,5,2,163.62,2
1445,14356,79,2,701.23,6
1446,14357,42,1,225.12,6
1447,14359,18,3,912.1800000000001,2
1448,14360,31,4,2118.03,2
1449,14362,21,1,151.5,2
1450,14364,108,8,3717.35,1
1451,14367,7,16,9227.82,2
1452,14368,319,1,155.0,3
1453,14371,294,1,100.5,3
1454,14375,184,1,235.56,5
1455,14377,190,2,617.05,5
1456,14379,43,2,348.1,6
1457,14381,51,1,202.68,6
1458,14382,25,1,615.49,2
1459,14383,37,3,1247.69,2
1460,14385,8,3,202.10999999999999,2
1461,14386,296,1,142.4,3
1462,14387,32,3,1727.6,2
1463,14388,9,7,2900.04,2
1464,14389,64,2,1043.46,6
1465,14390,9,8,4418.87,2
1466,14393,217,1,67.95,5
1467,14395,1,8,3171.23,2
1468,14396,64,1,377.64,6
1469,14397,2,19,2612.96,2
1470,14400,148,1,574.7,1
1471,14401,3,12,3804.1,2
1472,14403,129,4,1475.81,1
1473,14404,33,5,1320.09,2
1474,14406,118,1,156.75,1
1475,14407,106,6,2157.73,1
1476,14408,10,7,2599.03,2
1477,14409,70,4,1730.65,6
1478,14410,91,9,1100.27,6
1479,14411,310,1,1063.0,3
1480,14412,42,2,770.03,6
1481,14414,91,6,1279.78,6
1482,14415,0,12,5002.89,2
1483,14416,21,2,490.22,2
1484,14418,3,3,1937.25,2
1485,14419,10,5,927.69,2
1486,14420,98,1,387.52,1
1487,14421,56,2,813.11,6
1488,14422,0,6,4263.64,2
1489,14423,217,1,265.2,5
1490,14424,17,1,322.08,2
1491,14426,23,10,4481.67,2
1492,14427,49,2,363.34000000000003,6
1493,14428,6,5,1224.06,2
1494,14431,302,1,470.36,3
1495,14432,9,6,2248.5,2
1496,14434,21,6,1372.8,2
1497,14436,98,1,89.06,1
1498,14438,305,1,131.9,3
1499,14439,319,1,2661.24,3
1500,14440,7,4,1700.98,2
1501,14441,0,4,1712.89,2
1502,14442,204,2,1589.82,5
1503,14443,53,3,1116.7,6
1504,14446,0,4,1010.35,2
1505,14447,18,5,1163.23,2
1506,14448,8,1,273.0,2
1507,14449,18,3,675.56,2
1508,14450,180,3,483.25,5
1509,14451,59,2,643.9,6
1510,14452,10,2,259.05,2
1511,14453,189,1,119.93,5
1512,14456,4,9,3017.28,2
1513,14457,310,1,113.64,3
1514,14459,154,1,1837.92,1
1515,14460,109,3,434.34,1
1516,14461,147,3,2103.06,1
1517,14462,65,11,1980.57,6
1518,14463,97,3,529.62,6
1519,14465,246,3,1038.44,5
1520,14466,28,6,1892.65,2
1521,14467,17,4,596.26,2
1522,14470,11,2,461.19,2
1523,14472,103,7,1606.29,1
1524,14473,73,2,234.34,6
1525,14474,45,1,547.66,6
1526,14475,71,3,925.85,6
1527,14476,256,1,193.0,3
1528,14477,19,4,1309.6,2
1529,14479,253,1,141.85,3
1530,14480,10,1,279.05,2
1531,14481,164,2,636.51,1
1532,14482,17,6,2022.81,2
1533,14483,281,1,137.1,3
1534,14484,49,1,321.92,6
1535,14485,38,1,162.8,2
1536,14487,26,5,1040.38,2
1537,14488,67,1,1064.28,6
1538,14489,206,1,463.38,5
1539,14491,174,1,213.73,5
1540,14493,6,5,2383.2400000000002,2
1541,14494,25,1,139.56,2
1542,14495,50,2,123.80000000000001,6
1543,14496,311,1,234.47,3
1544,14497,308,1,475.37,3
1545,14498,42,4,1791.1,6
1546,14499,25,3,808.44,2
1547,14500,87,3,356.85,6
1548,14501,183,2,251.21,5
1549,14502,19,11,2429.83,2
1550,14503,2,6,3543.26,2
1551,14504,46,4,673.26,6
1552,14505,16,7,4820.83,2
1553,14506,16,4,1703.65,2
1554,14507,23,6,1367.88,2
1555,14508,21,2,268.05,2
1556,14511,10,5,1314.81,2
1557,14512,187,2,275.28,5
1558,14513,100,3,455.59000000000003,1
1559,14514,60,3,990.2,6
1560,14515,17,6,2076.89,2
1561,14517,32,2,330.45,2
1562,14518,63,1,174.37,6
1563,14520,1,2,270.6,2
1564,14522,23,4,974.54,2
1565,14523,107,1,241.09,1
1566,14524,31,8,1568.38,2
1567,14525,19,8,3753.6,2
1568,14527,2,51,7581.64,2
1569,14528,36,1,364.21999999999997,2
1570,14529,59,3,578.61,6
1571,14530,25,6,2862.11,2
1572,14532,235,3,710.25,5
1573,14533,24,6,1516.22,2
1574,14534,2,18,4397.3,2
1575,14535,59,3,2854.84,6
1576,14536,259,1,170.95,3
1577,14537,57,1,355.56,6
1578,14538,64,2,388.25,6
1579,14539,15,2,537.48,2
1580,14540,9,3,952.66,2
1581,14541,58,8,1453.35,6
1582,14542,185,1,103.25,5
1583,14543,28,15,3345.33,2
1584,14544,23,1,902.53,2
1585,14546,4,5,2573.93,2
1586,14547,3,8,3974.75,2
1587,14548,150,2,652.8,1
1588,14549,310,1,289.24,3
1589,14550,10,2,757.37,2
1590,14551,17,2,186.23,2
1591,14552,151,1,164.22,1
1592,14553,18,5,859.27,2
1593,14554,9,4,2279.4900000000002,2
1594,14555,56,2,312.54,6
1595,14557,84,1,788.38,6
1596,14560,6,21,1829.6,2
1597,14561,75,3,1080.76,6
1598,14562,3,18,5006.77,2
1599,14565,95,3,1931.71,6
1600,14566,110,1,1432.0,1
1601,14567,56,2,1530.3600000000001,6
1602,14569,0,1,227.39,2
1603,14570,280,2,218.06,3
1604,14572,2,7,2804.54,2
1605,14573,179,8,1237.82,5
1606,14577,12,3,512.8100000000001,2
1607,14578,2,1,168.63,2
1608,14581,16,1,138.6,2
1609,14582,40,1,114.11,6
1610,14583,5,5,986.96,2
1611,14584,168,4,1033.06,5
1612,14585,49,1,157.05,6
1613,14586,276,1,237.35999999999999,3
1614,14587,18,9,1580.29,2
1615,14591,14,4,1320.21,2
1616,14592,34,3,557.94,2
1617,14593,21,3,617.15,2
1618,14594,6,1,108.33,2
1619,14595,19,6,1740.6000000000001,2
1620,14597,10,2,866.24,2
1621,14598,43,1,221.97,6
1622,14600,305,1,393.33000000000004,3
1623,14601,10,1,213.96,2
1624,14603,274,1,660.0,3
1625,14606,0,85,10842.39,4
1626,14607,15,14,16209.5,2
1627,14608,3,3,1581.15,2
1628,14609,71,4,601.56,6
1629,14616,242,3,406.08000000000004,5
1630,14618,8,3,553.44,2
1631,14619,245,1,394.44,5
1632,14620,205,2,412.78000000000003,5
1633,14621,0,4,1482.66,2
1634,14622,184,1,320.58000000000004,5
1635,14623,31,5,886.7,2
1636,14624,56,2,225.85,6
1637,14625,195,1,314.1,5
1638,14626,23,4,2791.27,2
1639,14628,90,2,671.96,6
1640,14629,3,2,955.26,2
1641,14631,50,3,1006.98,6
1642,14632,262,1,114.56,3
1643,14633,265,1,344.90000000000003,3
1644,14636,35,2,609.85,2
1645,14638,50,1,443.6,6
1646,14639,51,5,2307.95,6
1647,14640,23,6,2107.38,2
1648,14641,21,1,110.46000000000001,2
1649,14642,58,1,96.12,6
1650,14643,169,1,335.87,5
1651,14644,67,2,830.76,6
1652,14645,156,2,597.09,1
1653,14646,1,71,271614.14,4
1654,14647,200,1,236.04000000000002,5
1655,14649,4,4,1402.59,2
1656,14651,66,2,653.75,6
1657,14652,76,1,114.18,6
1658,14653,0,7,1926.65,2
1659,14655,7,4,1932.23,2
1660,14656,168,2,291.05,5
1661,14657,17,4,848.22,2
1662,14658,4,2,247.15,2
1663,14659,8,9,2529.93,2
1664,14660,86,2,285.74,6
1665,14661,26,1,107.95,2
1666,14662,28,4,741.37,2
1667,14664,19,2,636.24,2
1668,14665,60,5,1835.7,6
1669,14666,23,1,195.25,2
1670,14667,10,20,7203.0,2
1671,14669,241,3,1259.24,5
1672,14670,279,2,392.86,3
1673,14672,234,2,765.5500000000001,5
1674,14673,2,4,1362.91,2
1675,14675,15,1,596.36,2
1676,14676,30,6,2548.2400000000002,2
1677,14680,24,14,25878.71,2
1678,14681,70,3,498.95,6
1679,14682,187,2,52.0,5
1680,14684,25,4,1033.15,2
1681,14687,106,1,628.38,1
1682,14688,7,20,5134.12,2
1683,14689,208,1,112.80000000000001,5
1684,14690,43,2,355.05,6
1685,14691,30,5,2114.33,2
1686,14692,136,4,591.55,1
1687,14693,264,1,172.9,3
1688,14696,3,6,1784.33,2
1689,14697,217,2,188.61,5
1690,14698,1,5,1217.27,2
1691,14699,213,1,109.13000000000001,5
1692,14700,31,3,2195.1,2
1693,14701,10,9,2526.09,2
1694,14702,0,16,2941.34,2
1695,14703,14,1,318.17,2
1696,14704,10,9,1493.96,2
1697,14705,198,1,179.0,5
1698,14708,2,2,707.3100000000001,2
1699,14709,14,12,4606.9400000000005,2
1700,14710,13,4,599.48,2
1701,14711,9,11,2839.62,2
1702,14712,28,3,917.07,2
1703,14713,8,9,2236.35,2
1704,14714,23,1,160.19,2
1705,14715,24,4,867.38,2
1706,14716,42,2,307.51,6
1707,14719,1,5,1581.84,2
1708,14720,5,3,663.81,2
1709,14722,146,1,180.42,1
1710,14723,9,3,666.71,2
1711,14725,24,1,655.58,2
1712,14727,273,1,268.58,3
1713,14730,0,8,1897.57,2
