CustomerID,Recency,Frequency,Monetary,Cluster
13731,218,2,610.59,5
13732,27,1,491.86,2
13735,24,4,2883.54,2
13736,4,2,729.8,2
13737,199,1,339.6,5
13739,17,1,216.9,2
13740,240,1,350.75,5
13741,71,3,668.4300000000001,6
13742,16,12,3107.87,2
13743,2,7,1341.6,2
13744,94,2,1080.52,6
13745,161,1,300.04,1
13748,95,4,744.25,6
13750,53,5,1647.26,6
13751,287,1,296.25,3
13752,123,6,1175.38,1
13753,287,1,741.26,3
13754,151,2,282.6,1
13755,3,9,2106.81,2
13756,1,11,4185.12,2
13758,11,5,2471.7,2
13759,32,2,659.4100000000001,2
13760,53,2,286.79,6
13761,49,2,1070.65,6
13762,218,1,306.72,5
13763,62,1,1714.96,6
13764,70,3,1519.42,6
13767,1,31,14781.0,2
13769,1,9,2474.21,2
13771,63,4,2634.45,6
13772,33,3,1122.63,2
13774,81,1,345.0,6
13777,0,23,19015.38,2
13778,102,1,178.7,1
13780,6,2,360.01,2
13781,250,1,127.84,3
13782,12,6,908.86,2
13784,9,11,2462.79,2
13787,75,1,202.64,6
13790,3,1,348.79999999999995,2
13791,127,2,1516.0,1
13792,65,2,195.55,6
13798,0,55,32983.19,4
13799,116,2,688.86,1
13800,309,1,558.32,3
13801,66,1,324.8,6
13802,138,3,4599.42,1
13803,254,1,277.07,3
13804,30,7,2588.39,2
13805,51,2,924.5999999999999,6
13806,63,1,256.38,6
13808,5,5,1747.66,2
13809,304,1,155.05,3
13810,28,3,1499.01,2
13811,183,3,814.5,5
13812,41,3,539.0,6
13813,39,4,1366.8600000000001,2
13814,91,2,1579.12,6
13815,21,4,4027.36,2
13816,23,2,571.6700000000001,2
13817,28,1,254.28,2
13819,301,3,1140.35,3
13821,144,2,385.64,1
13822,5,2,632.0,2
13823,18,2,957.66,2
13824,32,5,1698.94,2
13826,175,1,189.5,5
13827,57,3,409.8,6
13828,21,1,209.49,2
13831,15,5,1790.4499999999998,2
13832,18,1,52.2,2
13833,158,1,383.85,1
13835,24,4,834.57,2
13837,211,2,266.59000000000003,5
13838,5,3,444.16,2
13841,252,1,85.0,3
13842,58,8,3075.05,6
13844,10,1,361.62,2
13845,64,1,312.98,6
13846,24,2,453.66,2
13848,91,2,935.0,6
13849,51,2,1537.95,6
13850,128,1,1595.48,1
13851,95,3,2651.46,6
13853,56,1,1090.1399999999999,6
13854,8,23,7500.08,2
13856,168,3,388.5,5
13858,56,1,216.17000000000002,6
13859,325,1,201.16,3
13860,0,5,1245.9,2
13862,17,8,2209.36,2
13863,247,1,305.78,5
13865,57,4,501.56,6
13866,73,1,145.67,6
13867,30,3,1005.09,2
13868,6,2,3192.54,2
13869,122,3,2760.03,1
13870,1,8,2770.94,2
13871,22,13,6403.25,2
13873,119,3,389.6,1
13875,53,5,1786.79,6
13876,63,1,122.7,6
13877,85,1,117.24,6
13878,54,1,1271.57,6
13880,20,12,3121.97,2
13881,3,20,17159.52,2
13882,2,5,1191.13,2
13883,10,5,2674.48,2
13884,6,5,787.6,2
13885,188,2,506.8,5
13886,70,1,243.56,6
13887,203,1,349.55,5
13888,119,2,595.67,1
13889,92,1,416.90000000000003,6
13890,0,9,1693.46,2
13892,26,4,632.97,2
13893,297,1,821.1,3
13894,23,3,564.62,2
13895,27,4,2593.07,2
13897,49,1,311.16,6
13898,325,1,155.93,3
13899,15,2,388.52,2
13900,182,3,740.95,5
13901,71,5,2867.2000000000003,6
13904,36,2,332.64,2
13908,79,4,2369.55,6
13911,56,9,2580.91,6
13914,11,2,626.45,2
13917,49,2,272.04,6
13918,49,2,1212.8400000000001,6
13919,58,2,384.81,6
13923,53,1,351.13,6
13924,1,6,1838.8500000000001,2
13925,92,4,678.25,6
13926,22,1,223.85000000000002,2
13927,74,1,348.99,6
13928,10,4,464.57,2
13929,168,2,842.65,5
13930,57,2,337.34,6
13931,95,2,1237.53,6
13932,294,1,307.4,3
13933,108,2,608.79,1
13934,263,1,922.1,3
13936,179,1,376.58,5
13937,168,1,158.85,5
13938,34,1,71.66,2
13939,22,3,568.55,2
13940,16,4,839.14,2
13941,21,4,4017.84,2
13946,78,3,561.57,6
13947,64,1,90.60000000000001,6
13949,2,6,2427.32,2
13950,10,4,745.0600000000001,2
13951,175,3,674.45,5
13952,217,2,3251.071,5
13953,6,6,3015.68,2
13954,1,2,439.92,2
13955,153,2,322.96,1
13956,4,5,1019.27,2
13959,78,2,379.3,6
13960,20,2,230.22,2
13962,21,2,169.54999999999998,2
13963,307,3,513.24,3
13967,145,1,80.7,1
13969,6,17,8706.58,2
13971,18,8,2758.26,2
13972,70,2,190.25,6
13973,286,1,264.7,3
13974,48,1,413.59000000000003,6
13975,30,6,2461.2400000000002,2
13976,206,1,357.98,5
13978,14,2,196.79,2
13979,72,1,869.87,6
13980,59,1,200.14,6
13982,38,3,1443.21,2
13983,29,11,2274.07,2
13984,26,4,765.71,2
13985,3,15,7060.13,2
13986,16,1,320.46,2
13988,19,6,4147.96,2
13989,65,2,1266.08,6
13990,212,1,311.3,5
13991,11,6,852.88,2
13992,29,1,76.8,2
13993,42,9,3466.36,6
13994,3,6,2274.14,2
13995,14,5,1393.69,2
13999,9,11,3599.71,2
14000,210,1,635.66,5
14001,45,2,1741.8400000000001,6
14002,133,2,529.73,1
14004,42,7,4582.64,6
14005,9,5,2874.72,2
14006,115,3,962.19,1
14009,197,2,695.61,5
14012,277,1,328.8,3
14013,109,3,473.02,1
14014,76,1,505.18,6
14015,52,1,917.34,6
14016,161,3,3587.47,1
14019,46,3,1421.6100000000001,6
14020,16,2,642.8,2
14021,154,3,631.9,1
14022,224,1,440.0,5
14023,6,2,584.07,2
14024,121,2,327.7,1
14027,60,1,104.82,6
14029,62,2,467.66,6
14030,17,6,1682.34,2
14031,6,16,14717.91,2
14032,1,9,2356.17,2
14034,21,3,648.89,2
14035,28,5,1428.02,2
14036,284,1,626.65,3
14037,175,1,35.400000000000006,5
14038,77,3,1560.38,6
14039,32,1,152.2,2
14040,40,12,3560.32,2
14041,265,1,141.41,3
14044,26,4,646.42,2
14045,108,3,1333.35,1
14046,283,1,154.99,3
14047,8,4,1021.69,2
14048,304,1,409.93,3
14049,16,4,5578.72,2
14050,31,2,746.36,2
14051,0,20,13782.23,2
14052,19,1,225.35999999999999,2
14053,123,2,260.25,1
14054,64,1,92.46000000000001,6
14055,105,1,725.6400000000001,1
14056,0,23,8152.71,2
14057,23,15,5285.74,2
14059,266,1,183.6,3
14060,4,16,5266.38,2
14062,9,9,9020.73,2
14064,28,5,1334.34,2
14066,266,1,152.55,3
14067,63,2,374.7,6
14068,319,1,265.85,3
14071,3,8,1437.57,2
14073,31,1,151.04,2
14075,4,3,942.26,2
14076,128,1,118.67,1
14077,40,5,499.42,2
14078,101,5,913.1299999999999,1
14079,124,1,375.1,1
14080,32,1,45.599999999999994,2
14081,301,1,498.1,3
14083,3,6,558.54,2
14085,1,15,3255.8,2
14087,2,1,191.47,2
14088,9,13,50491.81,2
14089,56,1,158.75,6
14090,324,1,76.32000000000001,3
14092,7,12,3475.1800000000003,2
14093,11,1,433.86,2
14096,3,17,65164.79,2
14098,36,1,147.35,2
14099,15,10,2720.65,2
14100,137,1,191.95,1
14101,73,6,5976.79,6
14102,4,5,1105.8799999999999,2
14104,154,2,216.21,1
14105,238,1,1266.23,5
14107,51,6,2339.9900000000002,6
14108,30,2,597.91,2
14109,72,1,144.2,6
14110,3,12,5683.15,2
14111,13,4,692.85,2
14112,22,7,2915.15,2
14113,3,3,1406.92,2
14114,273,2,386.53,3
14116,19,5,1382.74,2
14117,143,1,90.0,1
14121,3,4,2780.15,2
14124,83,1,419.58,6
14125,10,3,2720.63,2
14126,7,3,706.1300000000001,2
14127,122,3,709.71,1
14128,60,2,637.5,6
14129,1,5,1123.8600000000001,2
14130,318,1,480.91,3
14132,1,11,3586.03,2
14133,129,3,605.64,1
14135,1,11,3743.26,2
14138,1,2,965.88,2
14139,45,1,415.82,6
14140,3,2,935.05,2
14141,2,4,915.13,2
14143,133,1,115.8,1
14145,46,4,3742.2,6
14146,8,4,2949.57,2
14147,77,2,483.4,6
14148,233,1,157.2,5
14149,220,1,446.62,5
14150,35,1,352.46,2
14152,74,2,621.29,6
14154,238,2,1345.62,5
14155,265,1,118.75,3
14156,9,54,116887.88,4
14157,19,2,424.89000000000004,2
14158,39,1,507.65999999999997,2
14159,19,10,4440.43,2
14161,215,2,814.47,5
14162,173,2,289.36,5
14163,86,4,2445.91,6
14164,70,2,1631.77,6
14165,275,1,120.44,3
14167,38,4,562.59,2
14171,97,1,363.79,6
14173,10,4,450.84,2
14174,32,1,134.46,2
14175,59,3,3222.3,6
14176,296,3,417.35,3
14177,85,4,549.46,6
14178,8,7,1600.26,2
14179,40,2,701.57,6
14180,10,21,3852.27,2
14184,66,1,452.89,6
14185,330,1,197.65,3
14188,30,6,2054.36,2
14189,1,14,4342.84,2
14191,1,13,4684.76,2
14193,67,2,853.39,6
14194,4,21,11349.52,2
14195,201,2,1012.0,5
14196,106,1,335.52,1
14198,17,4,701.4,2
14199,217,1,185.39999999999998,5
14201,59,6,680.2,6
14204,1,1,150.61,2
14205,16,2,466.7,2
14206,238,1,328.15999999999997,5
14208,94,1,151.74,6
14209,10,6,2073.43,2
14210,105,5,1592.49,1
14211,52,9,2241.1,6
14212,89,1,1070.48,6
14214,30,5,1004.38,2
14215,11,5,1623.72,2
14216,2,4,1839.3,2
14217,1,16,1886.68,2
14218,42,1,169.48000000000002,6
14219,3,1,89.94,2
14220,246,1,319.42,5
14221,41,9,3432.8,2
14222,176,1,683.17,5
14223,91,3,991.13,6
14224,109,4,1009.73,1
14226,28,5,2214.79,2
14227,25,10,3350.96,2
14229,51,3,1547.2,6
14231,183,3,925.71,5
14232,42,5,2048.07,6
14233,48,4,1462.72,6
14234,21,4,754.12,2
14235,74,5,3144.86,6
14236,80,1,301.56,6
14238,325,1,146.85,3
14239,42,11,2380.85,6
14240,29,2,890.34,2
14241,183,1,213.70000000000002,5
14242,234,2,280.55,5
14243,8,8,2116.77,2
14245,219,2,1693.45,5
14246,110,3,1474.06,1
14247,277,1,136.77,3
14248,317,1,302.58,3
14250,6,3,1904.05,2
14251,1,5,2879.7000000000003,2
14256,259,1,445.20000000000005,3
14257,63,5,3099.7200000000003,6
14258,8,9,12669.98,2
14259,141,1,120.0,1
14261,50,2,1163.45,6
14262,7,8,2618.23,2
14264,154,2,333.97,1
14265,108,2,530.18,1
14267,162,3,1516.24,1
14270,331,1,492.65000000000003,3
14271,225,1,112.32000000000001,5
14272,73,2,437.96,6
14273,50,4,559.97,6
14276,98,3,1119.74,1
14277,14,3,4188.0,2
14280,196,1,134.04,5
14282,2,14,3130.44,2
14284,30,2,595.25,2
14285,20,4,1910.01,2
14286,23,3,4628.75,2
14287,7,3,176.63,2
14288,212,1,426.6,5
14289,8,6,911.26,2
14290,10,4,1537.09,2
14291,1,11,3883.25,2
14292,7,9,4871.93,2
14293,2,3,681.64,2
14295,39,1,166.20000000000002,2
14297,17,4,1305.33,2
14298,7,39,46821.04,4
14299,7,8,3536.38,2
14300,18,1,43.2,2
14301,116,1,640.14,1
14304,222,1,383.45,5
14305,70,3,1858.96,6
14306,50,2,2093.32,6
14307,88,5,2212.61,6
14309,7,8,2204.78,2
14311,242,1,310.26,5
14312,46,6,1611.5900000000001,6
14314,106,1,120.0,1
14315,44,6,2481.13,6
14317,64,1,508.58,6
14320,206,2,477.79,5
14321,10,5,1530.75,2
14323,114,2,605.0600000000001,1
14326,241,1,183.85,5
14327,162,1,311.65000000000003,1
14329,16,7,4975.24,2
14331,123,2,462.66,1
14332,22,3,840.21,2
14333,67,1,415.2,6
14334,16,7,2232.06,2
14335,15,2,454.86,2
14336,16,4,1614.91,2
14338,160,2,588.22,1
14339,242,1,309.52000000000004,5
14340,218,1,134.7,5
14341,44,8,2166.98,6
14342,20,4,668.5600000000001,2
14344,126,5,534.28,1
14345,38,1,108.98,2
14346,120,2,1021.58,1
14348,259,1,409.57,3
14349,9,1,133.5,2
14350,273,1,282.93,3
14351,164,1,51.0,1
14352,156,4,1078.96,1
14353,214,1,90.6,5
14354,5,2,163.62,2
14356,79,2,701.23,6
14357,42,1,225.12,6
14359,18,3,912.1800000000001,2
14360,31,4,2118.03,2
14362,21,1,151.5,2
14364,108,8,3717.35,1
14367,7,16,9227.82,2
14368,319,1,155.0,3
14371,294,1,100.5,3
14375,184,1,235.56,5
14377,190,2,617.05,5
14379,43,2,348.1,6
14381,51,1,202.68,6
14382,25,1,615.49,2
14383,37,3,1247.69,2
14385,8,3,202.10999999999999,2
14386,296,1,142.4,3
14387,32,3,1727.6,2
14388,9,7,2900.04,2
14389,64,2,1043.46,6
14390,9,8,4418.87,2
14393,217,1,67.95,5
14395,1,8,3171.23,2
14396,64,1,377.64,6
14397,2,19,2612.96,2
14400,148,1,574.7,1
14401,3,12,3804.1,2
14403,129,4,1475.81,1
14404,33,5,1320.09,2
14406,118,1,156.75,1
14407,106,6,2157.73,1
14408,10,7,2599.03,2
14409,70,4,1730.65,6
14410,91,9,1100.27,6
14411,310,1,1063.0,3
14412,42,2,770.03,6
14414,91,6,1279.78,6
14415,0,12,5002.89,2
14416,21,2,490.22,2
14418,3,3,1937.25,2
14419,10,5,927.69,2
14420,98,1,387.52,1
14421,56,2,813.11,6
14422,0,6,4263.64,2
14423,217,1,265.2,5
14424,17,1,322.08,2
14426,23,10,4481.67,2
14427,49,2,363.34000000000003,6
14428,6,5,1224.06,2
14431,302,1,470.36,3
14432,9,6,2248.5,2
14434,21,6,1372.8,2
14436,98,1,89.06,1
14438,305,1,131.9,3
14439,319,1,2661.24,3
14440,7,4,1700.98,2
14441,0,4,1712.89,2
14442,204,2,1589.82,5
14443,53,3,1116.7,6
14446,0,4,1010.35,2
14447,18,5,1163.23,2
14448,8,1,273.0,2
14449,18,3,675.56,2
14450,180,3,483.25,5
14451,59,2,643.9,6
14452,10,2,259.05,2
14453,189,1,119.93,5
14456,4,9,3017.28,2
14457,310,1,113.64,3
14459,154,1,1837.92,1
14460,109,3,434.34,1
14461,147,3,2103.06,1
14462,65,11,1980.57,6
14463,97,3,529.62,6
14465,246,3,1038.44,5
14466,28,6,1892.65,2
14467,17,4,596.26,2
14470,11,2,461.19,2
14472,103,7,1606.29,1
14473,73,2,234.34,6
14474,45,1,547.66,6
14475,71,3,925.85,6
14476,256,1,193.0,3
14477,19,4,1309.6,2
14479,253,1,141.85,3
14480,10,1,279.05,2
14481,164,2,636.51,1
14482,17,6,2022.81,2
14483,281,1,137.1,3
14484,49,1,321.92,6
14485,38,1,162.8,2
14487,26,5,1040.38,2
14488,67,1,1064.28,6
14489,206,1,463.38,5
14491,174,1,213.73,5
14493,6,5,2383.2400000000002,2
14494,25,1,139.56,2
14495,50,2,123.80000000000001,6
14496,311,1,234.47,3
14497,308,1,475.37,3
14498,42,4,1791.1,6
14499,25,3,808.44,2
14500,87,3,356.85,6
14501,183,2,251.21,5
14502,19,11,2429.83,2
14503,2,6,3543.26,2
14504,46,4,673.26,6
14505,16,7,4820.83,2
14506,16,4,1703.65,2
14507,23,6,1367.88,2
14508,21,2,268.05,2
14511,10,5,1314.81,2
14512,187,2,275.28,5
14513,100,3,455.59000000000003,1
14514,60,3,990.2,6
14515,17,6,2076.89,2
14517,32,2,330.45,2
14518,63,1,174.37,6
14520,1,2,270.6,2
14522,23,4,974.54,2
14523,107,1,241.09,1
14524,31,8,1568.38,2
14525,19,8,3753.6,2
14527,2,51,7581.64,2
14528,36,1,364.21999999999997,2
14529,59,3,578.61,6
14530,25,6,2862.11,2
14532,235,3,710.25,5
14533,24,6,1516.22,2
14534,2,18,4397.3,2
14535,59,3,2854.84,6
14536,259,1,170.95,3
14537,57,1,355.56,6
14538,64,2,388.25,6
14539,15,2,537.48,2
14540,9,3,952.66,2
14541,58,8,1453.35,6
14542,185,1,103.25,5
14543,28,15,3345.33,2
14544,23,1,902.53,2
14546,4,5,2573.93,2
14547,3,8,3974.75,2
14548,150,2,652.8,1
14549,310,1,289.24,3
14550,10,2,757.37,2
14551,17,2,186.23,2
14552,151,1,164.22,1
14553,18,5,859.27,2
14554,9,4,2279.4900000000002,2
14555,56,2,312.54,6
14557,84,1,788.38,6
14560,6,21,1829.6,2
14561,75,3,1080.76,6
14562,3,18,5006.77,2
14565,95,3,1931.71,6
14566,110,1,1432.0,1
14567,56,2,1530.3600000000001,6
14569,0,1,227.39,2
14570,280,2,218.06,3
14572,2,7,2804.54,2
14573,179,8,1237.82,5
14577,12,3,512.8100000000001,2
14578,2,1,168.63,2
14581,16,1,138.6,2
14582,40,1,114.11,6
14583,5,5,986.96,2
14584,168,4,1033.06,5
14585,49,1,157.05,6
14586,276,1,237.35999999999999,3
14587,18,9,1580.29,2
14591,14,4,1320.21,2
14592,34,3,557.94,2
14593,21,3,617.15,2
14594,6,1,108.33,2
14595,19,6,1740.6000000000001,2
14597,10,2,866.24,2
14598,43,1,221.97,6
14600,305,1,393.33000000000004,3
14601,10,1,213.96,2
14603,274,1,660.0,3
14606,0,85,10842.39,4
14607,15,14,16209.5,2
14608,3,3,1581.15,2
14609,71,4,601.56,6
14616,242,3,406.08000000000004,5
14618,8,3,553.44,2
14619,245,1,394.44,5
14620,205,2,412.78000000000003,5
14621,0,4,1482.66,2
14622,184,1,320.58000000000004,5
14623,31,5,886.7,2
14624,56,2,225.85,6
14625,195,1,314.1,5
14626,23,4,2791.27,2
14628,90,2,671.96,6
14629,3,2,955.26,2
14631,50,3,1006.98,6
14632,262,1,114.56,3
14633,265,1,344.90000000000003,3
14636,35,2,609.85,2
14638,50,1,443.6,6
14639,51,5,2307.95,6
14640,23,6,2107.38,2
14641,21,1,110.46000000000001,2
14642,58,1,96.12,6
14643,169,1,335.87,5
14644,67,2,830.76,6
14645,156,2,597.09,1
14646,1,71,271614.14,4
14647,200,1,236.04000000000002,5
14649,4,4,1402.59,2
14651,66,2,653.75,6
14652,76,1,114.18,6
14653,0,7,1926.65,2
14655,7,4,1932.23,2
14656,168,2,291.05,5
14657,17,4,848.22,2
14658,4,2,247.15,2
14659,8,9,2529.93,2
14660,86,2,285.74,6
14661,26,1,107.95,2
14662,28,4,741.37,2
14664,19,2,636.24,2
14665,60,5,1835.7,6
14666,23,1,195.25,2
14667,10,20,7203.0,2
14669,241,3,1259.24,5
14670,279,2,392.86,3
14672,234,2,765.5500000000001,5
14673,2,4,1362.91,2
14675,15,1,596.36,2
14676,30,6,2548.2400000000002,2
14680,24,14,25878.71,2
14681,70,3,498.95,6
14682,187,2,52.0,5
14684,25,4,1033.15,2
14687,106,1,628.38,1
14688,7,20,5134.12,2
14689,208,1,112.80000000000001,5
14690,43,2,355.05,6
14691,30,5,2114.33,2
14692,136,4,591.55,1
14693,264,1,172.9,3
14696,3,6,1784.33,2
14697,217,2,188.61,5
14698,1,5,1217.27,2
14699,213,1,109.13000000000001,5
14700,31,3,2195.1,2
14701,10,9,2526.09,2
14702,0,16,2941.34,2
14703,14,1,318.17,2
14704,10,9,1493.96,2
14705,198,1,179.0,5
14708,2,2,707.3100000000001,2
14709,14,12,4606.9400000000005,2
14710,13,4,599.48,2
14711,9,11,2839.62,2
14712,28,3,917.07,2
14713,8,9,2236.35,2
14714,23,1,160.19,2
14715,24,4,867.38,2
14716,42,2,307.51,6
14719,1,5,1581.84,2
14720,5,3,663.81,2
14722,146,1,180.42,1
14723,9,3,666.71,2
14725,24,1,655.58,2
14727,273,1,268.58,3
14730,0,8,1897.57,2
14731,46,3,380.02,6
14732,7,8,2702.4900000000002,2
14733,15,9,5228.6900000000005,2
14735,3,31,5813.49,2
14737,3,2,730.55,2
14738,42,7,1314.45,6
14739,3,6,3188.4,2
14740,196,3,1448.21,5
14741,11,4,905.04,2
14744,15,6,874.98,2
14745,112,5,1220.26,1
14747,248,1,328.2,3
14748,28,3,945.33,2
14752,43,1,389.64000000000004,6
14753,86,1,563.15,6
14754,44,2,638.05,6
14755,9,11,5010.28,2
14756,14,1,738.96,2
14757,74,1,420.5,6
14758,144,4,1484.06,1
14759,4,3,1625.97,2
14760,296,1,89.2,3
14761,58,2,255.9,6
14762,263,1,300.52,3
14764,46,1,278.3,6
14765,28,3,254.11,2
14766,7,5,2292.97,2
14768,16,2,192.60000000000002,2
14769,2,7,10069.97,2
14770,231,2,876.4200000000001,5
14772,111,1,139.26,1
14775,57,2,605.34,6
14776,50,11,2538.2999999999997,6
14778,126,2,730.86,1
14779,280,3,386.15,3
14780,54,2,447.68,6
14782,319,1,200.10000000000002,3
14784,25,2,289.99,2
14785,9,2,77.4,2
14788,6,2,679.44,2
14789,28,1,197.64,2
14790,16,4,745.06,2
14792,63,1,6.2,6
14793,20,1,228.99,2
14794,2,7,1319.91,2
14795,165,1,131.45000000000002,1
14796,0,15,6946.67,2
14798,52,3,173.74,6
14799,50,1,157.7,6
14800,47,10,3111.94,6
14801,60,1,189.34,6
14803,161,3,845.5500000000001,1
14804,8,1,353.27,2
14805,14,4,546.4,2
14806,74,1,193.39000000000001,6
14808,39,8,2718.6,2
14810,40,10,1907.44,2
14815,36,2,778.5,2
14816,196,1,271.85,5
14817,199,2,1110.34,5
14818,73,3,657.8,6
14819,63,2,272.07,6
14820,20,4,507.29,2
14823,179,3,321.43,5
14824,9,4,1127.71,2
14825,3,10,1824.5800000000002,2
14828,196,3,2139.76,5
14829,28,2,312.22,2
14830,52,1,188.88,6
14834,17,6,1720.3,2
14836,9,3,102.45,2
14837,89,4,1649.5,6
14840,267,1,62.85,3
14841,52,5,2900.6,6
14842,43,4,2824.69,6
14844,63,4,3189.81,6
14847,148,1,309.40000000000003,1
14849,21,20,7363.650000000001,2
14850,311,1,325.75,3
14851,22,2,511.35,2
14852,57,6,2836.69,6
14853,23,2,475.8,2
14854,77,7,2740.03,6
14855,118,2,645.65,1
14856,35,3,1290.53,2
14857,59,2,1173.1200000000001,6
14859,12,4,1353.74,2
14860,18,1,170.32,2
14861,51,1,125.79,6
14862,25,2,841.2,2
14863,28,1,266.76,2
14865,6,1,15.0,2
14866,10,11,14286.220000000001,2
14867,185,3,710.28,5
14868,2,8,2953.59,2
14869,8,2,721.45,2
14870,261,1,327.25,3
14871,2,3,380.33,2
14873,209,1,519.68,5
14875,107,2,1465.32,1
14878,12,8,1154.08,2
14880,76,3,690.59,6
14881,19,1,255.4,2
14882,26,2,589.7,2
14883,18,6,761.59,2
14885,131,1,765.3199999999999,1
14886,252,1,364.8,3
14887,78,1,1862.0,6
14888,206,1,369.2,5
14889,335,1,135.9,3
14890,253,1,125.65,3
14891,147,2,554.38,1
14893,9,2,1237.8500000000001,2
14894,84,1,655.75,6
14895,7,20,11138.710000000001,2
14896,204,1,211.55,5
14897,7,4,1366.38,2
14898,22,5,1170.81,2
14901,10,6,924.24,2
14902,25,1,332.66,2
14903,20,5,2795.33,2
14904,1,2,1025.44,2
14905,157,2,616.15,1
14907,2,4,2540.4100000000003,2
14908,73,1,277.8,6
14910,2,4,434.35,2
14911,0,188,135973.23,4
14912,16,2,867.85,2
14913,35,3,926.5600000000001,2
14915,90,2,307.48,6
14916,70,4,1260.58,6
14918,115,2,1610.15,1
14920,212,2,977.77,5
14921,29,2,1316.07,2
14923,50,1,749.1,6
14924,245,1,310.05,5
14929,31,1,223.88,2
14930,108,3,2362.96,1
14931,4,5,1257.68,2
14934,81,2,1890.94,6
14935,296,1,1784.71,3
14936,33,8,8137.02,2
14937,56,3,1621.88,6
14944,29,12,5900.25,2
14946,13,1,100.9,2
14947,71,2,290.82,6
14948,22,6,1101.97,2
14950,18,1,371.2,2
14951,78,1,311.69,6
14952,59,10,7413.33,6
14953,24,1,285.67,2
14954,11,1,294.85,2
14957,252,1,58.49,3
14958,146,3,483.73,1
14959,63,4,695.42,6
14960,7,2,221.27,2
14961,10,7,5861.9800000000005,2
14962,270,1,126.7,3
14963,9,5,1472.34,2
14964,246,1,206.21,5
14965,95,2,596.09,6
14966,14,1,183.02,2
14967,49,1,463.8,6
14968,29,1,147.59,2
14970,67,4,1592.06,6
14971,34,3,1097.98,2
14972,127,1,114.77,1
14973,106,3,1314.45,1
14974,36,1,89.94,2
14975,56,1,279.94,6
14976,56,7,790.86,6
14978,71,5,1921.3700000000001,6
14981,245,1,102.12,5
14984,18,2,202.37,2
14985,197,1,172.24,5
14987,15,1,163.2,2
14988,211,1,334.54,5
14995,38,2,231.98000000000002,2
14997,45,3,546.1999999999999,6
14998,169,2,414.87,5
15000,47,1,490.52,6
15002,115,3,1010.11,1
15004,146,1,1220.77,1
15005,15,26,5824.96,2
15006,50,1,480.38,6
15007,158,1,156.91,1
15009,11,3,1259.43,2
15010,35,1,308.94,2
15012,53,1,216.48,6
15014,42,2,257.67,6
15016,172,1,170.04,5
15017,33,1,125.58,2
15018,38,2,384.96,2
15019,266,1,252.81,3
15021,8,8,1673.68,2
15022,11,4,852.39,2
15023,2,10,6291.01,2
15024,9,8,1145.21,2
15025,32,1,361.96,2
15026,79,3,469.0,6
15027,30,4,1066.15,2
15028,7,3,441.16,2
15030,71,2,518.28,6
15031,3,4,653.19,2
15032,255,1,2188.5,3
15033,4,10,2553.43,2
15034,15,7,3453.76,2
15035,89,1,252.73000000000002,6
15036,71,3,429.56,6
15038,58,5,566.86,6
15039,9,45,18474.93,2
15041,169,1,179.93,5
15042,198,1,135.93,5
15043,30,1,537.0,2
15044,18,13,5545.18,2
15045,151,2,735.66,1
15046,8,15,5090.42,2
15047,269,1,343.62,3
15048,64,3,282.3,6
15049,273,1,121.17000000000002,3
15050,24,3,1737.69,2
15051,22,3,1383.36,2
15052,318,1,207.73000000000002,3
15053,4,3,693.95,2
15054,11,2,302.1,2
15057,274,2,1489.5,3
15058,24,11,2102.54,2
15059,40,9,1337.72,2
15060,7,4,294.25,2
15061,3,36,34583.479999999996,2
15062,70,3,778.78,6
15063,212,1,370.79999999999995,5
15065,37,4,3158.13,2
15066,52,1,893.59,6
15067,77,3,1744.76,6
15068,45,2,553.36,6
15069,178,1,1109.53,5
15071,93,2,982.07,6
15073,9,3,1043.41,2
15074,104,1,735.67,1
15075,77,1,773.03,6
15076,172,1,880.85,5
15078,6,28,8924.460000000001,2
15079,212,3,753.6600000000001,5
15081,21,4,393.65000000000003,2
15083,256,1,88.2,3
15087,281,1,306.94,3
15088,20,2,1160.07,2
15089,9,6,2420.84,2
15090,307,1,381.32,3
15091,67,1,480.71,6
15092,214,2,457.81,5
15093,17,5,3973.29,2
15095,103,4,1370.6000000000001,1
15096,42,1,219.39000000000001,6
15097,3,1,248.08,2
15098,181,3,39916.5,5
15099,83,1,410.48,6
15100,333,1,175.2,3
15101,8,1,215.25,2
15103,30,2,703.36,2
15104,196,2,993.54,5
15105,17,7,2298.93,2
15106,17,5,1422.52,2
15107,310,4,142.45,3
15108,141,4,1300.25,1
15109,245,1,484.95,5
15110,23,4,996.1,2
15111,28,2,1278.98,2
15113,9,3,3509.43,2
15114,29,10,2760.56,2
15115,17,1,340.11,2
15116,17,4,1352.75,2
15117,14,5,1551.78,2
15118,133,1,244.8,1
15119,245,1,266.4,5
15120,133,1,358.82,1
15121,49,2,457.72,6
15122,113,3,1633.78,1
15123,6,2,2199.31,2
15124,22,2,184.19,2
15125,24,15,11528.48,2
15127,65,1,406.53000000000003,6
15128,59,4,1471.0,6
15129,49,11,3447.4,6
15130,169,1,330.11,5
15132,17,5,977.9300000000001,2
15133,127,3,982.42,1
15134,14,8,1387.99,2
15135,238,1,139.05,5
15136,2,4,1286.7,2
15139,239,2,178.96,5
15140,51,7,2354.25,6
15142,45,1,498.74,6
15143,225,1,259.45,5
15144,7,17,6580.4400000000005,2
15145,3,4,1194.73,2
15146,164,2,1327.16,1
15147,239,1,623.5,5
