CustomerID,Recency,Frequency,Monetary,R,F,M,RFM_Score,Segments
13810,28,3,1499.01,4,3,4,434,Potential Loyalist
13811,183,3,814.5,1,3,3,133,At Risk
13812,41,3,539.0,3,3,3,333,Others
13813,39,4,1366.8600000000001,3,4,4,344,Loyal Customers
13814,91,2,1579.12,2,3,4,234,Can’t Lose Them
13815,21,4,4027.36,4,4,5,445,Loyal Customers
13816,23,2,571.6700000000001,4,3,3,433,Potential Loyalist
13817,28,1,254.28,4,1,2,412,Recent Customers
13819,301,3,1140.35,1,3,4,134,Can’t Lose Them
13821,144,2,385.64,2,3,2,232,About to Sleep
13822,5,2,632.0,5,3,3,533,Potential Loyalist
13823,18,2,957.66,4,3,4,434,Potential Loyalist
13824,32,5,1698.94,3,4,4,344,Loyal Customers
13826,175,1,189.5,1,1,1,111,Lost Customers
13827,57,3,409.8,3,3,2,332,Others
13828,21,1,209.49,4,1,1,411,Recent Customers
13831,15,5,1790.4499999999998,4,4,4,444,Loyal Customers
13832,18,1,52.2,4,1,1,411,Recent Customers
13833,158,1,383.85,2,1,2,212,About to Sleep
13835,24,4,834.57,4,4,3,443,Potential Loyalist
13837,211,2,266.59000000000003,1,3,2,132,Hibernating
13838,5,3,444.16,5,3,2,532,Recent Customers
13841,252,1,85.0,1,1,1,111,Lost Customers
13842,58,8,3075.05,3,5,5,355,Loyal Customers
13844,10,1,361.62,5,1,2,512,Recent Customers
13845,64,1,312.98,3,1,2,312,About to Sleep
13846,24,2,453.66,4,3,2,432,Recent Customers
13848,91,2,935.0,2,3,4,234,Can’t Lose Them
13849,51,2,1537.95,3,3,4,334,Promising
13850,128,1,1595.48,2,1,4,214,Can’t Lose Them
13851,95,3,2651.46,2,3,5,235,Can’t Lose Them
13853,56,1,1090.1399999999999,3,1,4,314,Needing Attention
13854,8,23,7500.08,5,5,5,555,Champions
13856,168,3,388.5,1,3,2,132,Hibernating
13858,56,1,216.17000000000002,3,1,1,311,About to Sleep
13859,325,1,201.16,1,1,1,111,Lost Customers
13860,0,5,1245.9,5,4,4,544,Loyal Customers
13862,17,8,2209.36,4,5,5,455,Loyal Customers
13863,247,1,305.78,1,1,2,112,Lost Customers
13865,57,4,501.56,3,4,3,343,Needing Attention
13866,73,1,145.67,2,1,1,211,Hibernating
13867,30,3,1005.09,4,3,4,434,Potential Loyalist
13868,6,2,3192.54,5,3,5,535,Loyal Customers
13869,122,3,2760.03,2,3,5,235,Can’t Lose Them
13870,1,8,2770.94,5,5,5,555,Champions
13871,22,13,6403.25,4,5,5,455,Loyal Customers
13873,119,3,389.6,2,3,2,232,About to Sleep
13875,53,5,1786.79,3,4,4,344,Loyal Customers
13876,63,1,122.7,3,1,1,311,About to Sleep
13877,85,1,117.24,2,1,1,211,Hibernating
13878,54,1,1271.57,3,1,4,314,Needing Attention
13880,20,12,3121.97,4,5,5,455,Loyal Customers
13881,3,20,17159.52,5,5,5,555,Champions
13882,2,5,1191.13,5,4,4,544,Loyal Customers
13883,10,5,2674.48,5,4,5,545,Champions
13884,6,5,787.6,5,4,3,543,Potential Loyalist
13885,188,2,506.8,1,3,3,133,At Risk
13886,70,1,243.56,2,1,2,212,About to Sleep
13887,203,1,349.55,1,1,2,112,Lost Customers
13888,119,2,595.67,2,3,3,233,Needing Attention
13889,92,1,416.90000000000003,2,1,2,212,About to Sleep
13890,0,9,1693.46,5,5,4,554,Champions
13892,26,4,632.97,4,4,3,443,Potential Loyalist
13893,297,1,821.1,1,1,3,113,Hibernating
13894,23,3,564.62,4,3,3,433,Potential Loyalist
13895,27,4,2593.07,4,4,5,445,Loyal Customers
13897,49,1,311.16,3,1,2,312,About to Sleep
13898,325,1,155.93,1,1,1,111,Lost Customers
13899,15,2,388.52,4,3,2,432,Recent Customers
13900,182,3,740.95,1,3,3,133,At Risk
13901,71,5,2867.2000000000003,2,4,5,245,Can’t Lose Them
13904,36,2,332.64,3,3,2,332,Others
13908,79,4,2369.55,2,4,5,245,Can’t Lose Them
13911,56,9,2580.91,3,5,5,355,Loyal Customers
13914,11,2,626.45,5,3,3,533,Potential Loyalist
13917,49,2,272.04,3,3,2,332,Others
13918,49,2,1212.8400000000001,3,3,4,334,Promising
13919,58,2,384.81,3,3,2,332,Others
13923,53,1,351.13,3,1,2,312,About to Sleep
13924,1,6,1838.8500000000001,5,5,4,554,Champions
13925,92,4,678.25,2,4,3,243,Needing Attention
13926,22,1,223.85000000000002,4,1,1,411,Recent Customers
13927,74,1,348.99,2,1,2,212,About to Sleep
13928,10,4,464.57,5,4,2,542,Recent Customers
13929,168,2,842.65,1,3,3,133,At Risk
13930,57,2,337.34,3,3,2,332,Others
13931,95,2,1237.53,2,3,4,234,Can’t Lose Them
13932,294,1,307.4,1,1,2,112,Lost Customers
13933,108,2,608.79,2,3,3,233,Needing Attention
13934,263,1,922.1,1,1,4,114,Can’t Lose Them
13936,179,1,376.58,1,1,2,112,Lost Customers
13937,168,1,158.85,1,1,1,111,Lost Customers
13938,34,1,71.66,3,1,1,311,About to Sleep
13939,22,3,568.55,4,3,3,433,Potential Loyalist
13940,16,4,839.14,4,4,3,443,Potential Loyalist
13941,21,4,4017.84,4,4,5,445,Loyal Customers
13946,78,3,561.57,2,3,3,233,Needing Attention
13947,64,1,90.60000000000001,3,1,1,311,About to Sleep
13949,2,6,2427.32,5,5,5,555,Champions
13950,10,4,745.0600000000001,5,4,3,543,Potential Loyalist
13951,175,3,674.45,1,3,3,133,At Risk
13952,217,2,3251.071,1,3,5,135,Can’t Lose Them
13953,6,6,3015.68,5,5,5,555,Champions
13954,1,2,439.92,5,3,2,532,Recent Customers
13955,153,2,322.96,2,3,2,232,About to Sleep
13956,4,5,1019.27,5,4,4,544,Loyal Customers
13959,78,2,379.3,2,3,2,232,About to Sleep
13960,20,2,230.22,4,3,1,431,Recent Customers
13962,21,2,169.54999999999998,4,3,1,431,Recent Customers
13963,307,3,513.24,1,3,3,133,At Risk
13967,145,1,80.7,2,1,1,211,Hibernating
13969,6,17,8706.58,5,5,5,555,Champions
13971,18,8,2758.26,4,5,5,455,Loyal Customers
13972,70,2,190.25,2,3,1,231,Hibernating
13973,286,1,264.7,1,1,2,112,Lost Customers
13974,48,1,413.59000000000003,3,1,2,312,About to Sleep
13975,30,6,2461.2400000000002,4,5,5,455,Loyal Customers
13976,206,1,357.98,1,1,2,112,Lost Customers
13978,14,2,196.79,4,3,1,431,Recent Customers
13979,72,1,869.87,2,1,3,213,About to Sleep
13980,59,1,200.14,3,1,1,311,About to Sleep
13982,38,3,1443.21,3,3,4,334,Promising
13983,29,11,2274.07,4,5,5,455,Loyal Customers
13984,26,4,765.71,4,4,3,443,Potential Loyalist
13985,3,15,7060.13,5,5,5,555,Champions
13986,16,1,320.46,4,1,2,412,Recent Customers
13988,19,6,4147.96,4,5,5,455,Loyal Customers
13989,65,2,1266.08,3,3,4,334,Promising
13990,212,1,311.3,1,1,2,112,Lost Customers
13991,11,6,852.88,5,5,3,553,Potential Loyalist
13992,29,1,76.8,4,1,1,411,Recent Customers
13993,42,9,3466.36,3,5,5,355,Loyal Customers
13994,3,6,2274.14,5,5,5,555,Champions
13995,14,5,1393.69,4,4,4,444,Loyal Customers
13999,9,11,3599.71,5,5,5,555,Champions
14000,210,1,635.66,1,1,3,113,Hibernating
14001,45,2,1741.8400000000001,3,3,4,334,Promising
14002,133,2,529.73,2,3,3,233,Needing Attention
14004,42,7,4582.64,3,5,5,355,Loyal Customers
14005,9,5,2874.72,5,4,5,545,Champions
14006,115,3,962.19,2,3,4,234,Can’t Lose Them
14009,197,2,695.61,1,3,3,133,At Risk
14012,277,1,328.8,1,1,2,112,Lost Customers
14013,109,3,473.02,2,3,2,232,About to Sleep
14014,76,1,505.18,2,1,3,213,About to Sleep
14015,52,1,917.34,3,1,4,314,Needing Attention
14016,161,3,3587.47,2,3,5,235,Can’t Lose Them
14019,46,3,1421.6100000000001,3,3,4,334,Promising
14020,16,2,642.8,4,3,3,433,Potential Loyalist
14021,154,3,631.9,2,3,3,233,Needing Attention
14022,224,1,440.0,1,1,2,112,Lost Customers
14023,6,2,584.07,5,3,3,533,Potential Loyalist
14024,121,2,327.7,2,3,2,232,About to Sleep
14027,60,1,104.82,3,1,1,311,About to Sleep
14029,62,2,467.66,3,3,2,332,Others
14030,17,6,1682.34,4,5,4,454,Loyal Customers
14031,6,16,14717.91,5,5,5,555,Champions
14032,1,9,2356.17,5,5,5,555,Champions
14034,21,3,648.89,4,3,3,433,Potential Loyalist
14035,28,5,1428.02,4,4,4,444,Loyal Customers
14036,284,1,626.65,1,1,3,113,Hibernating
14037,175,1,35.400000000000006,1,1,1,111,Lost Customers
14038,77,3,1560.38,2,3,4,234,Can’t Lose Them
14039,32,1,152.2,3,1,1,311,About to Sleep
14040,40,12,3560.32,3,5,5,355,Loyal Customers
14041,265,1,141.41,1,1,1,111,Lost Customers
14044,26,4,646.42,4,4,3,443,Potential Loyalist
14045,108,3,1333.35,2,3,4,234,Can’t Lose Them
14046,283,1,154.99,1,1,1,111,Lost Customers
14047,8,4,1021.69,5,4,4,544,Loyal Customers
14048,304,1,409.93,1,1,2,112,Lost Customers
14049,16,4,5578.72,4,4,5,445,Loyal Customers
14050,31,2,746.36,3,3,3,333,Others
14051,0,20,13782.23,5,5,5,555,Champions
14052,19,1,225.35999999999999,4,1,1,411,Recent Customers
14053,123,2,260.25,2,3,2,232,About to Sleep
14054,64,1,92.46000000000001,3,1,1,311,About to Sleep
14055,105,1,725.6400000000001,2,1,3,213,About to Sleep
14056,0,23,8152.71,5,5,5,555,Champions
14057,23,15,5285.74,4,5,5,455,Loyal Customers
14059,266,1,183.6,1,1,1,111,Lost Customers
14060,4,16,5266.38,5,5,5,555,Champions
14062,9,9,9020.73,5,5,5,555,Champions
14064,28,5,1334.34,4,4,4,444,Loyal Customers
14066,266,1,152.55,1,1,1,111,Lost Customers
14067,63,2,374.7,3,3,2,332,Others
14068,319,1,265.85,1,1,2,112,Lost Customers
14071,3,8,1437.57,5,5,4,554,Champions
14073,31,1,151.04,3,1,1,311,About to Sleep
14075,4,3,942.26,5,3,4,534,Potential Loyalist
14076,128,1,118.67,2,1,1,211,Hibernating
14077,40,5,499.42,3,4,3,343,Needing Attention
14078,101,5,913.1299999999999,2,4,3,243,Needing Attention
14079,124,1,375.1,2,1,2,212,About to Sleep
14080,32,1,45.599999999999994,3,1,1,311,About to Sleep
14081,301,1,498.1,1,1,3,113,Hibernating
14083,3,6,558.54,5,5,3,553,Potential Loyalist
14085,1,15,3255.8,5,5,5,555,Champions
14087,2,1,191.47,5,1,1,511,Recent Customers
14088,9,13,50491.81,5,5,5,555,Champions
14089,56,1,158.75,3,1,1,311,About to Sleep
14090,324,1,76.32000000000001,1,1,1,111,Lost Customers
14092,7,12,3475.1800000000003,5,5,5,555,Champions
14093,11,1,433.86,5,1,2,512,Recent Customers
14096,3,17,65164.79,5,5,5,555,Champions
14098,36,1,147.35,3,1,1,311,About to Sleep
14099,15,10,2720.65,4,5,5,455,Loyal Customers
14100,137,1,191.95,2,1,1,211,Hibernating
14101,73,6,5976.79,2,5,5,255,Can’t Lose Them
14102,4,5,1105.8799999999999,5,4,4,544,Loyal Customers
14104,154,2,216.21,2,3,1,231,Hibernating
14105,238,1,1266.23,1,1,4,114,Can’t Lose Them
14107,51,6,2339.9900000000002,3,5,5,355,Loyal Customers
14108,30,2,597.91,4,3,3,433,Potential Loyalist
14109,72,1,144.2,2,1,1,211,Hibernating
14110,3,12,5683.15,5,5,5,555,Champions
14111,13,4,692.85,4,4,3,443,Potential Loyalist
14112,22,7,2915.15,4,5,5,455,Loyal Customers
14113,3,3,1406.92,5,3,4,534,Potential Loyalist
14114,273,2,386.53,1,3,2,132,Hibernating
14116,19,5,1382.74,4,4,4,444,Loyal Customers
14117,143,1,90.0,2,1,1,211,Hibernating
14121,3,4,2780.15,5,4,5,545,Champions
14124,83,1,419.58,2,1,2,212,About to Sleep
14125,10,3,2720.63,5,3,5,535,Loyal Customers
14126,7,3,706.1300000000001,5,3,3,533,Potential Loyalist
14127,122,3,709.71,2,3,3,233,Needing Attention
14128,60,2,637.5,3,3,3,333,Others
14129,1,5,1123.8600000000001,5,4,4,544,Loyal Customers
14130,318,1,480.91,1,1,3,113,Hibernating
14132,1,11,3586.03,5,5,5,555,Champions
14133,129,3,605.64,2,3,3,233,Needing Attention
14135,1,11,3743.26,5,5,5,555,Champions
14138,1,2,965.88,5,3,4,534,Potential Loyalist
14139,45,1,415.82,3,1,2,312,About to Sleep
14140,3,2,935.05,5,3,4,534,Potential Loyalist
14141,2,4,915.13,5,4,3,543,Potential Loyalist
14143,133,1,115.8,2,1,1,211,Hibernating
14145,46,4,3742.2,3,4,5,345,Loyal Customers
14146,8,4,2949.57,5,4,5,545,Champions
14147,77,2,483.4,2,3,3,233,Needing Attention
14148,233,1,157.2,1,1,1,111,Lost Customers
14149,220,1,446.62,1,1,2,112,Lost Customers
14150,35,1,352.46,3,1,2,312,About to Sleep
14152,74,2,621.29,2,3,3,233,Needing Attention
14154,238,2,1345.62,1,3,4,134,Can’t Lose Them
14155,265,1,118.75,1,1,1,111,Lost Customers
14156,9,54,116887.88,5,5,5,555,Champions
14157,19,2,424.89000000000004,4,3,2,432,Recent Customers
14158,39,1,507.65999999999997,3,1,3,313,Needing Attention
14159,19,10,4440.43,4,5,5,455,Loyal Customers
14161,215,2,814.47,1,3,3,133,At Risk
14162,173,2,289.36,1,3,2,132,Hibernating
14163,86,4,2445.91,2,4,5,245,Can’t Lose Them
14164,70,2,1631.77,2,3,4,234,Can’t Lose Them
14165,275,1,120.44,1,1,1,111,Lost Customers
14167,38,4,562.59,3,4,3,343,Needing Attention
14171,97,1,363.79,2,1,2,212,About to Sleep
14173,10,4,450.84,5,4,2,542,Recent Customers
14174,32,1,134.46,3,1,1,311,About to Sleep
14175,59,3,3222.3,3,3,5,335,Loyal Customers
14176,296,3,417.35,1,3,2,132,Hibernating
14177,85,4,549.46,2,4,3,243,Needing Attention
14178,8,7,1600.26,5,5,4,554,Champions
14179,40,2,701.57,3,3,3,333,Others
14180,10,21,3852.27,5,5,5,555,Champions
14184,66,1,452.89,3,1,2,312,About to Sleep
14185,330,1,197.65,1,1,1,111,Lost Customers
14188,30,6,2054.36,4,5,5,455,Loyal Customers
14189,1,14,4342.84,5,5,5,555,Champions
14191,1,13,4684.76,5,5,5,555,Champions
14193,67,2,853.39,2,3,3,233,Needing Attention
14194,4,21,11349.52,5,5,5,555,Champions
14195,201,2,1012.0,1,3,4,134,Can’t Lose Them
14196,106,1,335.52,2,1,2,212,About to Sleep
14198,17,4,701.4,4,4,3,443,Potential Loyalist
14199,217,1,185.39999999999998,1,1,1,111,Lost Customers
14201,59,6,680.2,3,5,3,353,Needing Attention
14204,1,1,150.61,5,1,1,511,Recent Customers
14205,16,2,466.7,4,3,2,432,Recent Customers
14206,238,1,328.15999999999997,1,1,2,112,Lost Customers
14208,94,1,151.74,2,1,1,211,Hibernating
14209,10,6,2073.43,5,5,5,555,Champions
14210,105,5,1592.49,2,4,4,244,Can’t Lose Them
14211,52,9,2241.1,3,5,5,355,Loyal Customers
14212,89,1,1070.48,2,1,4,214,Can’t Lose Them
14214,30,5,1004.38,4,4,4,444,Loyal Customers
14215,11,5,1623.72,5,4,4,544,Loyal Customers
14216,2,4,1839.3,5,4,4,544,Loyal Customers
14217,1,16,1886.68,5,5,4,554,Champions
14218,42,1,169.48000000000002,3,1,1,311,About to Sleep
14219,3,1,89.94,5,1,1,511,Recent Customers
14220,246,1,319.42,1,1,2,112,Lost Customers
14221,41,9,3432.8,3,5,5,355,Loyal Customers
14222,176,1,683.17,1,1,3,113,Hibernating
14223,91,3,991.13,2,3,4,234,Can’t Lose Them
14224,109,4,1009.73,2,4,4,244,Can’t Lose Them
14226,28,5,2214.79,4,4,5,445,Loyal Customers
14227,25,10,3350.96,4,5,5,455,Loyal Customers
14229,51,3,1547.2,3,3,4,334,Promising
14231,183,3,925.71,1,3,4,134,Can’t Lose Them
14232,42,5,2048.07,3,4,5,345,Loyal Customers
14233,48,4,1462.72,3,4,4,344,Loyal Customers
14234,21,4,754.12,4,4,3,443,Potential Loyalist
14235,74,5,3144.86,2,4,5,245,Can’t Lose Them
14236,80,1,301.56,2,1,2,212,About to Sleep
14238,325,1,146.85,1,1,1,111,Lost Customers
14239,42,11,2380.85,3,5,5,355,Loyal Customers
14240,29,2,890.34,4,3,3,433,Potential Loyalist
14241,183,1,213.70000000000002,1,1,1,111,Lost Customers
14242,234,2,280.55,1,3,2,132,Hibernating
14243,8,8,2116.77,5,5,5,555,Champions
14245,219,2,1693.45,1,3,4,134,Can’t Lose Them
14246,110,3,1474.06,2,3,4,234,Can’t Lose Them
14247,277,1,136.77,1,1,1,111,Lost Customers
14248,317,1,302.58,1,1,2,112,Lost Customers
14250,6,3,1904.05,5,3,4,534,Potential Loyalist
14251,1,5,2879.7000000000003,5,4,5,545,Champions
14256,259,1,445.20000000000005,1,1,2,112,Lost Customers
14257,63,5,3099.7200000000003,3,4,5,345,Loyal Customers
14258,8,9,12669.98,5,5,5,555,Champions
14259,141,1,120.0,2,1,1,211,Hibernating
14261,50,2,1163.45,3,3,4,334,Promising
14262,7,8,2618.23,5,5,5,555,Champions
14264,154,2,333.97,2,3,2,232,About to Sleep
14265,108,2,530.18,2,3,3,233,Needing Attention
14267,162,3,1516.24,2,3,4,234,Can’t Lose Them
14270,331,1,492.65000000000003,1,1,3,113,Hibernating
14271,225,1,112.32000000000001,1,1,1,111,Lost Customers
14272,73,2,437.96,2,3,2,232,About to Sleep
14273,50,4,559.97,3,4,3,343,Needing Attention
14276,98,3,1119.74,2,3,4,234,Can’t Lose Them
14277,14,3,4188.0,4,3,5,435,Promising
14280,196,1,134.04,1,1,1,111,Lost Customers
14282,2,14,3130.44,5,5,5,555,Champions
14284,30,2,595.25,4,3,3,433,Potential Loyalist
14285,20,4,1910.01,4,4,4,444,Loyal Customers
14286,23,3,4628.75,4,3,5,435,Promising
14287,7,3,176.63,5,3,1,531,Recent Customers
14288,212,1,426.6,1,1,2,112,Lost Customers
14289,8,6,911.26,5,5,3,553,Potential Loyalist
14290,10,4,1537.09,5,4,4,544,Loyal Customers
14291,1,11,3883.25,5,5,5,555,Champions
14292,7,9,4871.93,5,5,5,555,Champions
14293,2,3,681.64,5,3,3,533,Potential Loyalist
14295,39,1,166.20000000000002,3,1,1,311,About to Sleep
14297,17,4,1305.33,4,4,4,444,Loyal Customers
14298,7,39,46821.04,5,5,5,555,Champions
14299,7,8,3536.38,5,5,5,555,Champions
14300,18,1,43.2,4,1,1,411,Recent Customers
14301,116,1,640.14,2,1,3,213,About to Sleep
14304,222,1,383.45,1,1,2,112,Lost Customers
14305,70,3,1858.96,2,3,4,234,Can’t Lose Them
14306,50,2,2093.32,3,3,5,335,Loyal Customers
14307,88,5,2212.61,2,4,5,245,Can’t Lose Them
14309,7,8,2204.78,5,5,5,555,Champions
14311,242,1,310.26,1,1,2,112,Lost Customers
14312,46,6,1611.5900000000001,3,5,4,354,Loyal Customers
14314,106,1,120.0,2,1,1,211,Hibernating
14315,44,6,2481.13,3,5,5,355,Loyal Customers
14317,64,1,508.58,3,1,3,313,Needing Attention
14320,206,2,477.79,1,3,2,132,Hibernating
14321,10,5,1530.75,5,4,4,544,Loyal Customers
14323,114,2,605.0600000000001,2,3,3,233,Needing Attention
14326,241,1,183.85,1,1,1,111,Lost Customers
14327,162,1,311.65000000000003,2,1,2,212,About to Sleep
14329,16,7,4975.24,4,5,5,455,Loyal Customers
14331,123,2,462.66,2,3,2,232,About to Sleep
14332,22,3,840.21,4,3,3,433,Potential Loyalist
14333,67,1,415.2,2,1,2,212,About to Sleep
14334,16,7,2232.06,4,5,5,455,Loyal Customers
14335,15,2,454.86,4,3,2,432,Recent Customers
14336,16,4,1614.91,4,4,4,444,Loyal Customers
14338,160,2,588.22,2,3,3,233,Needing Attention
14339,242,1,309.52000000000004,1,1,2,112,Lost Customers
14340,218,1,134.7,1,1,1,111,Lost Customers
14341,44,8,2166.98,3,5,5,355,Loyal Customers
14342,20,4,668.5600000000001,4,4,3,443,Potential Loyalist
14344,126,5,534.28,2,4,3,243,Needing Attention
14345,38,1,108.98,3,1,1,311,About to Sleep
14346,120,2,1021.58,2,3,4,234,Can’t Lose Them
14348,259,1,409.57,1,1,2,112,Lost Customers
14349,9,1,133.5,5,1,1,511,Recent Customers
14350,273,1,282.93,1,1,2,112,Lost Customers
14351,164,1,51.0,1,1,1,111,Lost Customers
14352,156,4,1078.96,2,4,4,244,Can’t Lose Them
14353,214,1,90.6,1,1,1,111,Lost Customers
14354,5,2,163.62,5,3,1,531,Recent Customers
14356,79,2,701.23,2,3,3,233,Needing Attention
14357,42,1,225.12,3,1,1,311,About to Sleep
14359,18,3,912.1800000000001,4,3,3,433,Potential Loyalist
14360,31,4,2118.03,3,4,5,345,Loyal Customers
14362,21,1,151.5,4,1,1,411,Recent Customers
14364,108,8,3717.35,2,5,5,255,Can’t Lose Them
14367,7,16,9227.82,5,5,5,555,Champions
14368,319,1,155.0,1,1,1,111,Lost Customers
14371,294,1,100.5,1,1,1,111,Lost Customers
14375,184,1,235.56,1,1,1,111,Lost Customers
14377,190,2,617.05,1,3,3,133,At Risk
14379,43,2,348.1,3,3,2,332,Others
14381,51,1,202.68,3,1,1,311,About to Sleep
14382,25,1,615.49,4,1,3,413,Promising
14383,37,3,1247.69,3,3,4,334,Promising
14385,8,3,202.10999999999999,5,3,1,531,Recent Customers
14386,296,1,142.4,1,1,1,111,Lost Customers
14387,32,3,1727.6,3,3,4,334,Promising
14388,9,7,2900.04,5,5,5,555,Champions
14389,64,2,1043.46,3,3,4,334,Promising
14390,9,8,4418.87,5,5,5,555,Champions
14393,217,1,67.95,1,1,1,111,Lost Customers
14395,1,8,3171.23,5,5,5,555,Champions
14396,64,1,377.64,3,1,2,312,About to Sleep
14397,2,19,2612.96,5,5,5,555,Champions
14400,148,1,574.7,2,1,3,213,About to Sleep
14401,3,12,3804.1,5,5,5,555,Champions
14403,129,4,1475.81,2,4,4,244,Can’t Lose Them
14404,33,5,1320.09,3,4,4,344,Loyal Customers
14406,118,1,156.75,2,1,1,211,Hibernating
14407,106,6,2157.73,2,5,5,255,Can’t Lose Them
14408,10,7,2599.03,5,5,5,555,Champions
14409,70,4,1730.65,2,4,4,244,Can’t Lose Them
14410,91,9,1100.27,2,5,4,254,Can’t Lose Them
14411,310,1,1063.0,1,1,4,114,Can’t Lose Them
14412,42,2,770.03,3,3,3,333,Others
14414,91,6,1279.78,2,5,4,254,Can’t Lose Them
14415,0,12,5002.89,5,5,5,555,Champions
14416,21,2,490.22,4,3,3,433,Potential Loyalist
14418,3,3,1937.25,5,3,4,534,Potential Loyalist
14419,10,5,927.69,5,4,4,544,Loyal Customers
14420,98,1,387.52,2,1,2,212,About to Sleep
14421,56,2,813.11,3,3,3,333,Others
14422,0,6,4263.64,5,5,5,555,Champions
14423,217,1,265.2,1,1,2,112,Lost Customers
14424,17,1,322.08,4,1,2,412,Recent Customers
14426,23,10,4481.67,4,5,5,455,Loyal Customers
14427,49,2,363.34000000000003,3,3,2,332,Others
14428,6,5,1224.06,5,4,4,544,Loyal Customers
14431,302,1,470.36,1,1,2,112,Lost Customers
14432,9,6,2248.5,5,5,5,555,Champions
14434,21,6,1372.8,4,5,4,454,Loyal Customers
14436,98,1,89.06,2,1,1,211,Hibernating
14438,305,1,131.9,1,1,1,111,Lost Customers
14439,319,1,2661.24,1,1,5,115,Can’t Lose Them
14440,7,4,1700.98,5,4,4,544,Loyal Customers
14441,0,4,1712.89,5,4,4,544,Loyal Customers
14442,204,2,1589.82,1,3,4,134,Can’t Lose Them
14443,53,3,1116.7,3,3,4,334,Promising
14446,0,4,1010.35,5,4,4,544,Loyal Customers
14447,18,5,1163.23,4,4,4,444,Loyal Customers
14448,8,1,273.0,5,1,2,512,Recent Customers
14449,18,3,675.56,4,3,3,433,Potential Loyalist
14450,180,3,483.25,1,3,3,133,At Risk
14451,59,2,643.9,3,3,3,333,Others
14452,10,2,259.05,5,3,2,532,Recent Customers
14453,189,1,119.93,1,1,1,111,Lost Customers
14456,4,9,3017.28,5,5,5,555,Champions
14457,310,1,113.64,1,1,1,111,Lost Customers
14459,154,1,1837.92,2,1,4,214,Can’t Lose Them
14460,109,3,434.34,2,3,2,232,About to Sleep
14461,147,3,2103.06,2,3,5,235,Can’t Lose Them
14462,65,11,1980.57,3,5,5,355,Loyal Customers
14463,97,3,529.62,2,3,3,233,Needing Attention
14465,246,3,1038.44,1,3,4,134,Can’t Lose Them
14466,28,6,1892.65,4,5,4,454,Loyal Customers
14467,17,4,596.26,4,4,3,443,Potential Loyalist
14470,11,2,461.19,5,3,2,532,Recent Customers
14472,103,7,1606.29,2,5,4,254,Can’t Lose Them
14473,73,2,234.34,2,3,1,231,Hibernating
14474,45,1,547.66,3,1,3,313,Needing Attention
14475,71,3,925.85,2,3,4,234,Can’t Lose Them
14476,256,1,193.0,1,1,1,111,Lost Customers
14477,19,4,1309.6,4,4,4,444,Loyal Customers
14479,253,1,141.85,1,1,1,111,Lost Customers
14480,10,1,279.05,5,1,2,512,Recent Customers
14481,164,2,636.51,1,3,3,133,At Risk
14482,17,6,2022.81,4,5,5,455,Loyal Customers
14483,281,1,137.1,1,1,1,111,Lost Customers
14484,49,1,321.92,3,1,2,312,About to Sleep
14485,38,1,162.8,3,1,1,311,About to Sleep
14487,26,5,1040.38,4,4,4,444,Loyal Customers
14488,67,1,1064.28,2,1,4,214,Can’t Lose Them
14489,206,1,463.38,1,1,2,112,Lost Customers
14491,174,1,213.73,1,1,1,111,Lost Customers
14493,6,5,2383.2400000000002,5,4,5,545,Champions
14494,25,1,139.56,4,1,1,411,Recent Customers
14495,50,2,123.80000000000001,3,3,1,331,About to Sleep
14496,311,1,234.47,1,1,1,111,Lost Customers
14497,308,1,475.37,1,1,2,112,Lost Customers
14498,42,4,1791.1,3,4,4,344,Loyal Customers
14499,25,3,808.44,4,3,3,433,Potential Loyalist
14500,87,3,356.85,2,3,2,232,About to Sleep
14501,183,2,251.21,1,3,2,132,Hibernating
14502,19,11,2429.83,4,5,5,455,Loyal Customers
14503,2,6,3543.26,5,5,5,555,Champions
14504,46,4,673.26,3,4,3,343,Needing Attention
14505,16,7,4820.83,4,5,5,455,Loyal Customers
14506,16,4,1703.65,4,4,4,444,Loyal Customers
14507,23,6,1367.88,4,5,4,454,Loyal Customers
14508,21,2,268.05,4,3,2,432,Recent Customers
14511,10,5,1314.81,5,4,4,544,Loyal Customers
14512,187,2,275.28,1,3,2,132,Hibernating
14513,100,3,455.59000000000003,2,3,2,232,About to Sleep
14514,60,3,990.2,3,3,4,334,Promising
14515,17,6,2076.89,4,5,5,455,Loyal Customers
14517,32,2,330.45,3,3,2,332,Others
14518,63,1,174.37,3,1,1,311,About to Sleep
14520,1,2,270.6,5,3,2,532,Recent Customers
14522,23,4,974.54,4,4,4,444,Loyal Customers
14523,107,1,241.09,2,1,1,211,Hibernating
14524,31,8,1568.38,3,5,4,354,Loyal Customers
14525,19,8,3753.6,4,5,5,455,Loyal Customers
14527,2,51,7581.64,5,5,5,555,Champions
14528,36,1,364.21999999999997,3,1,2,312,About to Sleep
14529,59,3,578.61,3,3,3,333,Others
14530,25,6,2862.11,4,5,5,455,Loyal Customers
14532,235,3,710.25,1,3,3,133,At Risk
14533,24,6,1516.22,4,5,4,454,Loyal Customers
14534,2,18,4397.3,5,5,5,555,Champions
14535,59,3,2854.84,3,3,5,335,Loyal Customers
14536,259,1,170.95,1,1,1,111,Lost Customers
14537,57,1,355.56,3,1,2,312,About to Sleep
